	ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
2284	Michael_Faraday	Where did he serve two terms?	the Church of Scotland		hard	data/set4/a7
2285	Michael_Faraday	Who was born in Newington Butts, near present-day South London, England?	Michael Faraday		medium	data/set4/a7
2286	Michael_Faraday	Is it true that institution formed the foundation of electric motor technology?	no		hard	data/set4/a7
2287	Michael_Faraday	Institution formed the foundation of what?	modern electromagnetic technology		medium	data/set4/a7
2288	Michael_Faraday	Was his father member of the Sandemanian sect?	yes		easy	data/set4/a7
2289	Michael_Faraday	Was faraday Christian of the small Sandemanian denomination?	yes		easy	data/set4/a7
2290	Nassau	Is Nassau Sound a body of water in Maine?	no	easy	easy	data/set3/a2
2291	Nassau	Was Nassau placed in operation by Robert Fulton?	yes	easy	easy	data/set3/a2
2292	Nassau	Who was Fort Nassau built by?	the Dutch	medium	medium	data/set3/a2
2293	Nassau	What is Nassau Coliseum?	an arena in Uniondale, New York, USA	medium	medium	data/set3/a2
2294	Nassau	What was the Dead or Alive 4 fighting arena modeled after?	a Magnetic Accelerator Cannon station from Halo 2	medium	medium	data/set3/a2
2295	Nassau	Is Nassau Range the highest mountain range in the world?	no	hard	easy	data/set3/a2
2296	Nassau	Is Nassau County named after a German town?	yes	hard	hard	data/set3/a2
2297	Nassau	Does the United States have a base near Glasgow?	yes	hard	hard	data/set3/a2
2298	Nikola_Tesla	Did Tesla study electrical engineering?	Yes	easy	easy	data/set4/a3
2299	Nikola_Tesla	Did Tesla study electrical engineering?	yes	easy	easy	data/set4/a3
2300	Nikola_Tesla	Was Tesla born in the United States?	No	easy	easy	data/set4/a3
2301	Nikola_Tesla	Was Tesla born in the United States?	no	easy	easy	data/set4/a3
2302	Nikola_Tesla	Was Tesla hired by Edison?	Yes	easy	easy	data/set4/a3
2303	Nikola_Tesla	Was Tesla hired by Edison?	yes	easy	easy	data/set4/a3
2304	Nikola_Tesla	When did Tesla demonstrate wireless communication (radio)?	1893	medium	medium	data/set4/a3
2305	Nikola_Tesla	When did Tesla demonstrate wireless communication (radio)?	1893	medium	hard	data/set4/a3
2306	Nikola_Tesla	What is the SI unit measuring magnetic flux density or magnetic induction?	the tesla	medium	medium	data/set4/a3
2307	Nikola_Tesla	What is the SI unit measuring magnetic flux density or magnetic induction?	the tesla	medium	medium	data/set4/a3
2308	Nikola_Tesla	Was Tesla regarded as a mad scientist?	Yes	medium	easy	data/set4/a3
2309	Nikola_Tesla	Was Tesla regarded as a mad scientist?	yes	medium	easy	data/set4/a3
2310	Nikola_Tesla	What type of current did Tesla invent?	AC	hard	hard	data/set4/a3
2311	Nikola_Tesla	"Who was the victor of the ""War of Currents""?"	Tesla	hard	hard	data/set4/a3
2312	Nikola_Tesla	"Who was the victor of the ""War of Currents""?"	Nikola Tesla	hard	hard	data/set4/a3
2313	Nikola_Tesla	Where did Tesla study electrical engineering?	the Austrian Polytechnic in Graz 	hard	medium	data/set4/a3
2314	Nikola_Tesla	Where did Tesla study electrical engineering?	Austrian Polytechnic in Graz	hard	medium	data/set4/a3
2315	Ottawa	Is Ottawa the capital of Canada?	Yes	easy	easy	data/set3/a5
2316	Ottawa	Does Ottawa sit on the Ottowa River?	Yes	easy	easy	data/set3/a5
2317	Ottawa	Do small tremors occur in Ottawa?	Yes	easy	hard	data/set3/a5
2318	Ottawa	What is Ottawa's population?	1,190,982	medium	medium	data/set3/a5
2319	Ottawa	What are Ottawa's primary industries?	Logging and lumber	medium	hard	data/set3/a5
2320	Ottawa	What is Ottawa's junior ice hockey team?	the Ottawa 67's	medium	medium	data/set3/a5
2321	Ottawa	What is Ottawa's major league hockey team?	the Ottawa Senators	hard	medium	data/set3/a5
2322	Ottawa	What are Carleton University's athletic teams called?	Carleton Ravens	hard	medium	data/set3/a5
2323	Ottawa	Is Ottawa colder than Moscow in January?	Yes	hard	easy	data/set3/a5
2324	Ottawa	Is Ottawa on a river?	yes	easy	easy	data/set3/a5
2325	Ottawa	Is Ottawa on a river?	yes	easy	easy	data/set3/a5
2326	Ottawa	Does it snow in Ottawa?	yes	easy	easy	data/set3/a5
2327	Ottawa	Does it snow in Ottawa?	yes	easy	easy	data/set3/a5
2328	Ottawa	Was there a cholera outbreak in 1832?	yes	easy	easy	data/set3/a5
2329	Ottawa	Was there a cholera outbreak in 1832?	yes	easy	easy	data/set3/a5
2330	Ottawa	Who is the mayor of Ottawa?	Larry O'Brien	medium	medium	data/set3/a5
2331	Ottawa	Who is the mayor of Ottawa?	Larry O'Brien	medium	medium	data/set3/a5
2332	Ottawa	How many townships are in Ottawa?	eleven	medium	medium	data/set3/a5
2333	Ottawa	How many townships are in Ottawa?	eleven	medium	easy	data/set3/a5
2334	Ottawa	What's the main highway in Ottawa?	Highway 417, The Queensway	medium	medium	data/set3/a5
2335	Ottawa	What's the main highway in Ottawa?	provinical Highway 417	medium	medium	data/set3/a5
2336	Ottawa	What was Ottawa's name in 1850?	Bytown	hard	hard	data/set3/a5
2337	Ottawa	What was Ottawa's name in 1850?	Bytown	hard	hard	data/set3/a5
2338	Ottawa	Based on the average, in what year will the next small tremor occur in Ottawa?	2009	hard	hard	data/set3/a5
2339	Ottawa	Based on the average, in what year will the next small tremor occur in Ottawa?	2009	hard	hard	data/set3/a5
2340	Ottawa	Where were immigrants from in the 1800s?	Irish	hard	hard	data/set3/a5
2341	Ottawa	Where were immigrants from in the 1800s?	Ireland	hard	hard	data/set3/a5
2342	Ottawa	Are there also discussions of having OC Transpo Light Rail and STO Transitway networks linking on the Gatineau side of the Ottawa River ?	Yes.		easy	data/set3/a5
2343	Otter	Does the giant otter live in South America?	Yes	easy	easy	data/set1/a7
2344	Otter	Does the giant otter live in South America?	yes	easy	easy	data/set1/a7
2345	Otter	Do otters have claws?	Yes	easy	easy	data/set1/a7
2346	Otter	Do otters have claws?	yes	easy	easy	data/set1/a7
2347	Otter	Do otters eat fish?	Yes	easy	easy	data/set1/a7
2348	Otter	Do otters eat fish?	yes	easy	easy	data/set1/a7
2349	Otter	What is an otter's den called?	A holt	medium	medium	data/set1/a7
2350	Otter	What is an otter's den called?	holt	medium	medium	data/set1/a7
2351	Otter	Where do sea otters live?	Beside water	medium	medium	data/set1/a7
2352	Otter	Where do sea otters live?	Pacific coast of North America	medium	medium	data/set1/a7
2353	Otter	Why are otters vulnerable to prey depletion?	Prey-dependence	medium	medium	data/set1/a7
2354	Otter	Why are otters vulnerable to prey depletion?	prey-dependency	medium	medium	data/set1/a7
2355	Otter	Do otters enjoy playing?	Yes	hard	hard	data/set1/a7
2356	Otter	Do otters enjoy playing?	yes	hard	easy	data/set1/a7
2357	Otter	Do sea otters have a layer of fat like whales?	No	hard	hard	data/set1/a7
2358	Otter	Do sea otters have a layer of fat like whales?	no	hard	easy	data/set1/a7
2359	Otter	Is the otter in the same family as the badger?	Yes	hard	hard	data/set1/a7
2360	Otter	Is the otter in the same family as the badger?	yes	hard	easy	data/set1/a7
2361	Santiago	Are there any cities named Santiago in the United States?	yes	easy	hard	data/set3/a6
2362	Santiago	Are there any cities named Santiago in the United States?	Yes	easy	hard	data/set3/a6
2363	Santiago	Was Santiago the name of an indie/punk band?	yes	easy	easy	data/set3/a6
2364	Santiago	Was Santiago the name of an indie/punk band?	Yes	easy	easy	data/set3/a6
2365	Santiago	Is Santiago a name in Spanish?	yes	easy	easy	data/set3/a6
2366	Santiago	Is Santiago a name in Spanish?	Yes	easy	medium	data/set3/a6
2367	Santiago	What is the origin of the name Santiago?	Spanish for St. James	medium	hard	data/set3/a6
2368	Santiago	What is the origin of the name Santiago?	sanit + iago, James	medium	hard	data/set3/a6
2369	Santiago	Who has released an album or song named Santiago?	The Chieftains; Loreena McKennitt	medium	medium	data/set3/a6
2370	Santiago	Who has released an album or song named Santiago?	The Chieftains and Loreena McKennitt	medium	hard	data/set3/a6
2371	Santiago	What is the Order of Santiago?	a Spanish knightly order	medium	medium	data/set3/a6
2372	Santiago	What is the Order of Santiago?	a Spanish Knightly order	medium	medium	data/set3/a6
2373	Santiago	What notable people have been named Santiago?	Benito Santiago, Hugo Santiago, Joey Santiago, Liliana Santiago, Rafael Santiago Maria, Santiago Caballero, Santiago Cabrera; James, son of Zebedee	hard	hard	data/set3/a6
2374	Santiago	What notable people have been named Santiago?	Benito, Hugo, and others	hard	hard	data/set3/a6
2375	Santiago	What fictional stories include a main character named Santiago?	Gears of War, Rainbow Six: Covert Operations Essentials, Death Foretold by Gabriel GarcÃ­a MÃ¡rquez, Ernest Hemingway's The Old Man and the Sea, the television series Babylon 5, Anne Rice's novel Interview with the Vampire, aulo Coelho's The Alchemist (novel), the television show Friday Night Lights	hard	hard	data/set3/a6
2376	Santiago	What fictional stories include a main character named Santiago?	Interview with the Vampire, The Alchemist, and others	hard	hard	data/set3/a6
2377	Santiago	Is Santiago the national capital of a country?	Yes		easy	data/set3/a6
2378	Santiago	Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?	Yes		easy	data/set3/a6
2379	Santiago	Is santiago Spanish for St. James?	Yes		easy	data/set3/a6
2380	Santiago	What is Santiago?	"Santiago is Spanish for St. James. It is also the name of places in Argentina, Brazil, Cape Verde, Chile, Colombia, Costa Rica, Cuba, the Dominican Republic, Ecuador, Guatemala, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, the Philippines, Portugal, Spain, the United States, Venezuela, and the Amazon. It is also the name of a baseball catcher, a film director, a guitarist, an economist, a footballer, a DJ, an actor, and James, son of Zebedee. Fictional people with this name include a character from Gears of War, a character from Chronicle of a Death Foretold, a character in Old Man and the Sea, a character in Babylon 5, a character in Interview with the Vampire, the main character of The Alchemist, and a character on Friday Night Lights. There has also been a battle of Santiago de Cuba, a couple of bands named Santiago, an Order of Santiago, and ""Santiago"" as a shortened form of the Reconquista battle cry."		too hard	data/set3/a6
2407	Swahili_language	Has swahili no diphthongs?	No		easy	data/set5/a4
2408	Swahili_language	Is a third  prefix the object  prefix?	Yes		easy	data/set5/a4
2416	Swahili_language	Is      / ref Swahili unusual among sub-Saharan languages?	Yes		easy	data/set5/a4
2418	Swahili_language	Are vowels never reduced , regardless of stress ?	Yes		easy	data/set5/a4
2419	Swan	Does the Australian Black Swan have white feathers on its wings?	yes	easy	medium	data/set1/a10
2420	Swan	Does the Australian Black Swan have white feathers on its wings?	Yes	easy	medium	data/set1/a10
2421	Swan	Do swans belong to the family Anatidae?	yes	easy	easy	data/set1/a10
2422	Swan	Do swans belong to the family Anatidae?	Yes	easy	easy	data/set1/a10
2423	Swan	Can black swans swim with only one leg?	yes	easy	easy	data/set1/a10
2424	Swan	Can black swans swim with only one leg?	Yes	easy	medium	data/set1/a10
2425	Swan	What are young swans known as?	cygnets	medium	medium	data/set1/a10
2426	Swan	What are young swans known as?	Cygnets	medium	easy	data/set1/a10
2427	Swan	What is the Irish legend of the Children of Lir about?	a stepmother transforming her children into swans for 900 years	medium	medium	data/set1/a10
2428	Swan	What is the Irish legend of the Children of Lir about?	A stepmother transforming her children into swans for 900 years	medium	medium	data/set1/a10
2429	Swan	What is the Sanskrit word for swan?	hamsa or hansa	medium	medium	data/set1/a10
2430	Swan	What is the Sanskrit word for swan?	Hamsa or hansa	medium	easy	data/set1/a10
2431	Swan	"Which album was the song ""The Bonny Swans"" from?"	The Mask and Mirror	hard	medium	data/set1/a10
2432	Swan	"Which album was the song ""The Bonny Swans"" from?"	The Mask and Mirror	hard	easy	data/set1/a10
2433	Swan	What is the Polish word for swan?	&#321;ab&#281;d&#378;	hard	hard	data/set1/a10
2434	Swan	What is the Polish word for swan?	ÅabÄdÅº	hard	easy	data/set1/a10
2435	Swan	Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?	Swan Lake	hard	hard	data/set1/a10
2436	Swan	Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?	Swan Lake	hard	hard	data/set1/a10
2437	Swan	Are swan birds of the family Anatidae?	Yes.	easy	easy	data/set1/a10
2438	Swan	Are swan birds of the family Anatidae?	Yes	easy	easy	data/set1/a10
2439	Swan	Do swans feature strongly in mythology?	Yes.	easy	easy	data/set1/a10
2440	Swan	Do swans feature strongly in mythology?	Yes	easy	easy	data/set1/a10
2441	Swan	Is the Trumpeter Swan the largest bird?	It is the largest bird of North America.	easy	easy	data/set1/a10
2442	Swan	Is the Trumpeter Swan the largest bird?	The Trumpeter Swan is the largest bird of North America	easy	medium	data/set1/a10
2443	Swan	What is the name of young swans?	Cygnets.	medium	medium	data/set1/a10
2444	Swan	What is the name of young swans?	Cygnets	medium	medium	data/set1/a10
2445	Swan	"Where is the word ""swan"" derived from?"	Old English swan.	medium	medium	data/set1/a10
2446	Swan	"Where is the word ""swan"" derived from?"	"The Old English word ""swan,"" derived from the Indo-European root ""*swen"", meaning to sound or to sing"	medium	medium	data/set1/a10
2447	Swan	What is the best known story about a swan?	The Ugly Duckling fable.	medium	medium	data/set1/a10
2448	Swan	What is the best known story about a swan?	The Ugly Duckling	medium	medium	data/set1/a10
2449	Swan	Are swans and ducks birds of the same family?	Yes.	hard	hard	data/set1/a10
2450	Swan	Are swans and ducks birds of the same family?	Yes	hard	easy	data/set1/a10
2451	Swan	What is the name of an adult female?	Pen.	hard	medium	data/set1/a10
2452	Swan	What is the name of an adult female?	An adult female swan is called a pen.	hard	medium	data/set1/a10
2453	Swan	What is the color of the Australian Black Swan?	Completely black except for the white flight feathers on its wings.	hard	hard	data/set1/a10
2454	Swan	What is the color of the Australian Black Swan?	Completely black except for the white feathers on its wings	hard	medium	data/set1/a10
2455	Tiger	Is the Tiger a member of the Felidar family?	No.	easy	easy	data/set1/a3
2456	Tiger	Is the Tiger a member of the Felidar family?	No	easy	easy	data/set1/a3
2457	Tiger	Are tigers solitary animals?	Yes.	easy	easy	data/set1/a3
2458	Tiger	Are tigers solitary animals?	Yes	easy	easy	data/set1/a3
2459	Tiger	Are panthers a type of tiger?	No.	easy	hard	data/set1/a3
2460	Tiger	Are panthers a type of tiger?	No	easy	hard	data/set1/a3
2461	Tiger	What do tigers' powerfully built legs and shoulders allow tigers to do?	They have the ability to pull down prey substantially heavier than themselves.	medium	medium	data/set1/a3
2462	Tiger	What do tigers' powerfully built legs and shoulders allow tigers to do?	have the ability to pull down prey substantially heavier than themselves	medium	medium	data/set1/a3
2463	Tiger	What would a tiger do when seized by a crocodile?	A tiger will strike at the reptile's eyes with its paws.	medium	medium	data/set1/a3
2464	Tiger	What would a tiger do when seized by a crocodile?	strike at the reptile's eyes with its paws	medium	medium	data/set1/a3
2465	Tiger	What are the typical features of a tiger country?	It will always have good cover, it will always be close to water and plenty of prey.	medium	medium	data/set1/a3
2466	Tiger	What are the typical features of a tiger country?	Good cover, close to water, and plenty of prey 	medium	medium	data/set1/a3
2467	Tiger	Would it be common for tigers to mate in January?	Yes.	hard	hard	data/set1/a3
2468	Tiger	Would it be common for tigers to mate in January?	Yes	hard	medium	data/set1/a3
2469	Tiger	About how many square kilometers would be needed to house 3 female tigers?	60 square kilometers	hard	hard	data/set1/a3
2470	Tiger	About how many square kilometers would be needed to house 3 female tigers?	60	hard	hard	data/set1/a3
2471	Tiger	Would a tiger be likely to feedon smaller animals, such as mice?	Yes	hard	hard	data/set1/a3
2472	Trumpet	Did the predecessors to trumpets have valves?	No	easy	easy	data/set2/a3
2473	Trumpet	Are trumpets constructed of brass?	Yes	easy	easy	data/set2/a3
2474	Trumpet	Is the bass trumpet the smallest trumpet?	No	easy	hard	data/set2/a3
2475	Trumpet	What musical styles is the trumpet used in?	Ska, ska punk, classical, jazz, Rock, Blues, pop, polka, cuban music, mariachi and funk.	medium	medium	data/set2/a3
2476	Trumpet	What is the most common type of trumpet?	The B trumpet.	medium	medium	data/set2/a3
2477	Trumpet	How does a trumpet produce sound?	By blowing air through closed lips.	medium	medium	data/set2/a3
2478	Trumpet	How do trumpets compensate for wolf tones?	Somce trumpetes have a slide mechanism built in to compensate.	hard	hard	data/set2/a3
2479	Trumpet	Did Miles Davis play the trumpet?	Yes	hard	hard	data/set2/a3
2480	Trumpet	Does a trumpet have a mellower tone than a cornet?	No	hard	hard	data/set2/a3
2481	Turtle	Is the name of the upper shell of a turtle called the plastron?	No.	easy	hard	data/set1/a4
2482	Turtle	Do scutes fall away from the turtle's shell?	Some of the scutes eventually fall away from the shell.	easy	hard	data/set1/a4
2483	Turtle	Do scutes fall away from the turtle's shell?	yes, eventually	easy	easy	data/set1/a4
2484	Turtle	Do Terrestrial tortoises have short feet?	Yes.	easy	easy	data/set1/a4
2485	Turtle	Do Terrestrial tortoises have short feet?	yes	easy	easy	data/set1/a4
2486	Turtle	How many groups are turtles broken down into?	Two	medium	medium	data/set1/a4
2487	Turtle	How many groups are turtles broken down into?	two	medium	easy	data/set1/a4
2488	Turtle	Where are the only surviving giant tortoises?	They are on the Seychelles and GalÃ¡pagos Islands.	medium	medium	data/set1/a4
2489	Turtle	Where are the only surviving giant tortoises?	Seychelles and Galápagos Islands	medium	easy	data/set1/a4
2490	Turtle	How do turtles chew food?	Turtles use their jaws to cut and chew food.	medium	medium	data/set1/a4
2491	Turtle	How do turtles chew food?	Turtles use their jaws to cut and chew food	medium	easy	data/set1/a4
2492	Turtle	Are tortoises land based?	Yes.	hard	easy	data/set1/a4
2493	Turtle	Are tortoises land based?	yes	hard	easy	data/set1/a4
2494	Turtle	Where are turtle eggs layed?	Turtles lay eggs on land.	hard	hard	data/set1/a4
2495	Turtle	Where are turtle eggs layed?	on land	hard	easy	data/set1/a4
2496	Turtle	Is turtle soup considered a delicacy?	No.	hard	easy	data/set1/a4
2497	Turtle	Is turtle soup considered a delicacy?	yes	hard	hard	data/set1/a4
2498	Turtle	Are Testudines the crown group of the superorder Chelonia?	yes	easy	easy	data/set1/a9
2499	Turtle	Are Testudines the crown group of the superorder Chelonia?	Yes	easy	easy	data/set1/a9
2500	Turtle	Do turtles breathe air?	yes	easy	hard	data/set1/a9
2501	Turtle	Do turtles breathe air?	Yes	easy	easy	data/set1/a9
2502	Turtle	Are harvesting wild turtles legal anywhere?	yes	easy	easy	data/set1/a9
2503	Turtle	Approximately how many species of Testudines are alive today?	300	medium	medium	data/set1/a9
2504	Turtle	Approximately how many species of Testudines are alive today?	300	medium	easy	data/set1/a9
2505	Turtle	Where is harvesting wild turtles legal?	Florida	medium	easy	data/set1/a9
2506	Turtle	Where is harvesting wild turtles legal?	Florida	medium	easy	data/set1/a9
2507	Turtle	What was the largest ever chelonian?	Archelon ischyros	medium	easy	data/set1/a9
2508	Turtle	What was the largest ever chelonian?	The great letherback sea tutrtle	medium	easy	data/set1/a9
2509	Turtle	Is there a way to approximate the age of a turtle?	yes	hard	easy	data/set1/a9
2510	Turtle	Is there a way to approximate the age of a turtle?	Yes	hard	easy	data/set1/a9
2511	Turtle	Can turtles spend all their time underwater?	no	hard	too hard	data/set1/a9
2512	Turtle	Can turtles spend all their time underwater?	No	hard	easy	data/set1/a9
2513	Violin	Are violinists and fiddlers the same thing?	Yes	easy	easy	data/set2/a2
2514	Violin	Are violinists and fiddlers the same thing?	Yes	easy	easy	data/set2/a2
2515	Violin	Are violins a single size?	no	easy	hard	data/set2/a2
2516	Violin	Are violins a single size?	No	easy	hard	data/set2/a2
2517	Violin	Are violas and cellos in the same family of instruments as violins?	yes	easy	easy	data/set2/a2
2518	Violin	Are violas and cellos in the same family of instruments as violins?	Yes	easy	easy	data/set2/a2
2519	Violin	"Where does the word ""violin"" come from?"	"the Middle Latin word vitula, meaning ""stringed instrument"""	medium	medium	data/set2/a2
2520	Violin	"Where does the word ""violin"" come from?"	the Middle Latin word vitula	medium	medium	data/set2/a2
2521	Violin	What is someone who makes violins called?	a luthier, or simply a violin maker	medium	medium	data/set2/a2
2522	Violin	What is someone who makes violins called?	a luthier	medium	medium	data/set2/a2
2523	Violin	How many strings does a violin usually have?	four	medium	medium	data/set2/a2
2524	Violin	How many strings does a violin usually have?	4	medium	medium	data/set2/a2
2525	Violin	What are violins made of?	different types of wood	hard	medium	data/set2/a2
2526	Violin	What are violins made of?	maple, ebony, sheep gut	hard	hard	data/set2/a2
2527	Violin	How long have people been making instruments like violins?	since ancient times	hard	hard	data/set2/a2
2528	Violin	How long have people been making instruments like violins?	since 1555	hard	hard	data/set2/a2
2529	Violin	Whate is the usual pitch range of a violin?	from G3 to C8	hard	hard	data/set2/a2
2530	Violin	Whate is the usual pitch range of a violin?	from G3 to C8	hard	hard	data/set2/a2
2531	Xylophone	Are xylophone bars made of rosewood?	yes	easy	easy	data/set2/a8
2532	Xylophone	Is the xylophone a precursor to the vibraphone?	yes	easy	easy	data/set2/a8
2533	Xylophone	Were ancient mallets made of copper?	no	easy	easy	data/set2/a8
2534	Xylophone	Where did the xylophone originate?	Indonesia	medium	medium	data/set2/a8
2535	Xylophone	What is the earliest historical reference in Europe?	Arnold Schlick's Spiegel der Orgelmacher und Organisten	medium	medium	data/set2/a8
2536	Xylophone	How are western-style xylophones characterised?	by a bright, sharp tone and high register	medium	medium	data/set2/a8
2537	Xylophone	Can a xylophone be 3 octaves?	yes	hard	hard	data/set2/a8
2538	Xylophone	Can a short bar follow a long bar?	no	hard	hard	data/set2/a8
2539	Xylophone	Did vibraphones exist in 1930?	yes	hard	hard	data/set2/a8
2540	Alessandro_Volta	Was Alessandro Volta a professor of chemistry?	Alessandro Volta was not a professor of chemistry.	easy	easy	data/set4/a10
2541	Alessandro_Volta	Was Alessandro Volta a professor of chemistry?	No	easy	hard	data/set4/a10
2542	Alessandro_Volta	Did Alessandro Volta invent the remotely operated pistol?	Alessandro Volta did invent the remotely operated pistol.	easy	easy	data/set4/a10
2543	Alessandro_Volta	Did Alessandro Volta invent the remotely operated pistol?	Yes	easy	easy	data/set4/a10
2544	Alessandro_Volta	Was Alessandro Volta taught in public schools?	Volta was taught in public schools.	easy	easy	data/set4/a10
2545	Alessandro_Volta	Was Alessandro Volta taught in public schools?	Yes	easy	easy	data/set4/a10
2546	Alessandro_Volta	Who did Alessandro Volta marry?	Alessandro Volta married Teresa Peregrini.	medium	medium	data/set4/a10
2547	Alessandro_Volta	Who did Alessandro Volta marry?	Teresa Peregrini	medium	medium	data/set4/a10
2548	Alessandro_Volta	What did Alessandro Volta invent in 1800?	In 1800, Alessandro Volta invented the voltaic pile.	medium	easy	data/set4/a10
2549	Alessandro_Volta	What did Alessandro Volta invent in 1800?	voltaic pile	medium	medium	data/set4/a10
2550	Alessandro_Volta	What is the battery made by Alessandro Volta credited as?	The battery made by Volta is credited as the first electrochemical cell.	medium	medium	data/set4/a10
2551	Alessandro_Volta	What is the battery made by Alessandro Volta credited as?	the first electrochemical cell	medium	medium	data/set4/a10
2552	Alessandro_Volta	Did Alessandro Volta die and retire in the same place?	Alessandro Volta retired and died in the same place.	hard	hard	data/set4/a10
2553	Alessandro_Volta	Did Alessandro Volta die and retire in the same place?	Yes	hard	hard	data/set4/a10
2554	Alessandro_Volta	When did Alessandro Volta improve  and popularize the electrophorus?	Alessandro Volta improved and popularized the electrophorus in 1775.	hard	hard	data/set4/a10
2555	Alessandro_Volta	When did Alessandro Volta improve  and popularize the electrophorus?	1775	hard	hard	data/set4/a10
2556	Alessandro_Volta	How long was Alessandro Volta a professor at the University of Pavia?	Alessandro Volta was a professor at the University of Pavia for almost 25 years.	hard	hard	data/set4/a10
2557	Alessandro_Volta	How long was Alessandro Volta a professor at the University of Pavia?	almost 25 years	hard	hard	data/set4/a10
2558	Alessandro_Volta	Was Alessandro Volta an Egyptian?	no	easy	easy	data/set4/a10
2559	Alessandro_Volta	Was Alessandro Volta an Egyptian?	No.	easy	easy	data/set4/a10
2560	Alessandro_Volta	Was Volta taught in public schools?	yes	easy	easy	data/set4/a10
2561	Alessandro_Volta	Was Volta taught in public schools?	Yes.	easy	easy	data/set4/a10
2562	Alessandro_Volta	Was Volta made a count in 1810?	yes	easy	easy	data/set4/a10
2563	Alessandro_Volta	Was Volta made a count in 1810?	No.	easy	easy	data/set4/a10
2564	Alessandro_Volta	Who made Volta a count?	Napoleon	medium	medium	data/set4/a10
2565	Alessandro_Volta	Who made Volta a count?	Napoleon	medium	medium	data/set4/a10
2566	Alessandro_Volta	Where was Volta born?	Como	medium	medium	data/set4/a10
2567	Alessandro_Volta	Where was Volta born?	Como, Italy	medium	medium	data/set4/a10
2568	Alessandro_Volta	When did Volta retire?	1819	medium	medium	data/set4/a10
2569	Alessandro_Volta	When did Volta retire?	In 1819.	medium	medium	data/set4/a10
2570	Alessandro_Volta	A year before improving and popularizing the electrophorus, what did Volta become?	A professor of physics at the Royal School in Como	hard	hard	data/set4/a10
2571	Alessandro_Volta	Was Volta buried where he died or was he buried someplace else?	where he died	hard	hard	data/set4/a10
2572	Alessandro_Volta	Was Volta buried where he died or was he buried someplace else?	Yes.	hard	hard	data/set4/a10
2573	Alessandro_Volta	Did Volta marry before he became professor of experimental physics at the University of Pavia?	no	hard	medium	data/set4/a10
2574	Alessandro_Volta	Did Volta marry before he became professor of experimental physics at the University of Pavia?	No.	hard	hard	data/set4/a10
2575	Alessandro_Volta	What happened in 1810?	Volta was made a count by Napoleon.		hard	data/set4/a10
2576	Alessandro_Volta	Wasn't Alessandro Volta born in Como?	Yes, Volta was born in Como, Italy and was taught in the public schools there.		easy	data/set4/a10
2577	Alessandro_Volta	Was Alessandro Volta born in Como?	yes		easy	data/set4/a10
2578	Alessandro_Volta	Who became a professor of physics at the Royal School in Como?	Volta.		hard	data/set4/a10
2579	Alessandro_Volta	When was Volta made a count by Napoleon?	Volta was made a count by Napoleon in 1810.		medium	data/set4/a10
2580	Alessandro_Volta	Is Voltas legacy celebrated by a Temple on the shore of Lake Como in the center of the town?	Yes		easy	data/set4/a10
2581	Alessandro_Volta	Is the battery made by Volta credited as the first electrochemical cell?	Yes		easy	data/set4/a10
2582	Alessandro_Volta	Was Volta made a count by Napoleon in 1810?	Yes, Volta was made a count by Napoleon in 1810.		easy	data/set4/a10
2583	Alessandro_Volta	In what year did he become a professor of physics at the Royal School in Como?	1774		medium	data/set4/a10
2584	Amedeo_Avogadro	Was Avogadro a  professor at the University of Turin?	Yes	easy	easy	data/set4/a8
2585	Amedeo_Avogadro	Was Avogadro a  professor at the University of Turin?	Yes, Avogadro was a professor at the University of Turin.	easy	easy	data/set4/a8
2586	Amedeo_Avogadro	Was he a member of the Royal Superior Council on Public Instruction?	Yes	easy	easy	data/set4/a8
2587	Amedeo_Avogadro	Was he a member of the Royal Superior Council on Public Instruction?	Yes,  Avogadro was a member of the Royal Superior Council on Public Instruction.	easy	easy	data/set4/a8
2588	Amedeo_Avogadro	Is Avogadro's number used to compute the results of chemical reactions?	Yes	easy	easy	data/set4/a8
2589	Amedeo_Avogadro	Is Avogadro's number used to compute the results of chemical reactions?	Yes, Avagadro's number is used to compute the results of chemical reactions.	easy	easy	data/set4/a8
2590	Amedeo_Avogadro	Who first calculated the value of Avogadro's number?	Johann Josef Loschmidt	medium	medium	data/set4/a8
2591	Amedeo_Avogadro	Who first calculated the value of Avogadro's number?	Johann Josef Loschmidt first calculated the value of Avogadro's number.	medium	medium	data/set4/a8
2592	Amedeo_Avogadro	What does Avogadro's Law state?	The relationship between the masses of the same volume of different gases (at the same temperature and pressure) corresponds to the relationship between their respective molecular weights	medium	hard	data/set4/a8
2593	Amedeo_Avogadro	What does Avogadro's Law state?	Avogadro's Law states that the relationship between the masses of the same volume of different gases (at the same temperature and pressure) corresponds to the relationship between their respective molecular weights.	medium	too hard	data/set4/a8
2594	Amedeo_Avogadro	Who showed that Avogadro's theory held in dilute solutions?	Jacobus Henricus van Hoff	medium	medium	data/set4/a8
